accel_x,accel_y,fsr_1,gyro_z,fsr_3,fsr_2,ultrasonic_1,ultrasonic_2,ultrasonic_3,gyro_x,accel_z,gyro_y,ultrasonic_4
-12980,-8452,42602,-662,32888,30695,1209.845,2316.821,1208.711,5209,6588,93,2305.567
-12900,-8460,42778,-649,32695,30519,1209.811,2316.684,1208.832,5256,6476,111,2307.406
-13100,-8432,40345,-667,30983,28775,1209.983,2317.852,1209.175,5239,6520,146,2307.44
-13040,-8344,42426,-673,32888,30631,1209.966,2324.845,1208.591,5226,6508,102,2312.766
-12960,-8440,42666,-647,32759,30471,1210.086,2319.192,1208.488,5279,6412,136,2307.612
-13008,-8400,40441,-698,30983,28791,1210.017,2318.007,1208.54,5257,6592,93,2307.199
-13024,-8472,42762,-686,33032,30535,1209.948,2318.917,1208.643,5288,6588,114,2306.838
-13064,-8364,42762,-689,33016,30727,1210.103,2320.292,1208.591,5199,6452,103,2309.708
-12972,-8412,40377,-695,30903,28935,1210.0,2318.866,1208.522,5274,6456,97,2306.89
-12936,-8360,42762,-647,32199,30551,1210.017,2318.711,1208.35,5225,6644,99,2310.223
-13020,-8460,42762,-676,33048,30583,1210.086,2322.148,1208.505,5285,6572,134,2307.749
-13040,-8412,40201,-677,30999,28775,1210.069,2318.9,1208.643,5227,6552,108,2307.199
-13008,-8492,42538,-694,33096,30887,1210.0,2324.021,1208.746,5241,6572,138,2315.378
-13028,-8408,42490,-686,33144,30983,1210.12,2321.203,1208.66,5177,6408,103,2309.209
-12832,-8352,40297,-670,31015,29207,1210.155,2320.808,1208.694,5240,6556,73,2309.828
-13000,-8336,42810,-669,33144,31031,1209.966,2321.787,1208.522,5253,6488,75,2307.388
-12976,-8328,42266,-691,33016,30679,1210.137,2318.041,1208.677,5194,6536,85,2307.234
-13024,-8364,40313,-690,30967,29271,1210.069,2323.196,1208.677,5275,6460,108,2306.271
-12980,-8348,42570,-677,32743,31095,1210.0,2318.058,1208.591,5252,6460,117,2307.543
-13044,-8480,42682,-673,33064,30967,1209.914,2318.505,1208.832,5279,6620,96,2309.433
-12984,-8460,40441,-664,31031,29127,1210.258,2319.966,1208.608,5260,6468,117,2305.859
-12928,-8412,42762,-705,33576,31015,1210.206,2325.378,1208.608,5225,6340,113,2308.385
-13020,-8316,42730,-692,33144,30951,1210.137,2317.131,1208.522,5238,6452,86,2305.601
-13044,-8360,40537,-672,31847,28967,1210.034,2316.512,1208.66,5166,6460,91,2305.894
-13100,-8420,42874,-634,33544,31143,1210.275,2322.972,1208.505,5181,6612,117,2309.914
-13060,-8484,42602,-648,33336,31271,1210.103,2318.488,1208.488,5221,6400,79,2309.141
-12932,-8428,40409,-653,31207,29095,1210.172,2320.24,1208.677,5216,6628,124,2306.615
-13012,-8432,42922,-698,32984,31495,1209.914,2320.0,1208.935,5282,6544,107,2307.646
-13020,-8408,42218,-678,32471,31607,1210.103,2319.347,1208.711,5266,6464,118,2308.076
-13012,-8460,39737,-681,30439,29735,1209.914,2321.752,1208.608,5187,6404,82,2312.096
-12944,-8320,42426,-693,32519,31607,1209.948,2321.718,1208.66,5230,6620,76,2308.505
-12876,-8424,42330,-660,32551,31559,1210.0,2322.835,1208.625,5249,6536,89,2310.945
-13080,-8424,39945,-689,30711,29879,1210.0,2320.412,1208.78,5232,6468,113,2307.062
-12920,-8476,42650,-670,32727,31863,1210.034,2320.79,1208.625,5226,6588,99,2307.491
-13032,-8444,42714,-661,33272,31271,1209.966,2319.845,1208.54,5204,6512,78,2307.457
-12900,-8412,40185,-656,31399,29815,1209.931,2320.155,1208.694,5111,6608,142,2306.787
-12992,-8424,42426,-680,32567,31751,1209.863,2319.485,1208.488,5239,6508,106,2306.46
-13056,-8504,42618,-665,32888,31799,1209.931,2319.175,1208.557,5248,6620,117,2306.752
-13024,-8384,40441,-683,30871,29767,1209.948,2320.498,1208.643,5234,6468,116,2307.56
-13032,-8428,42730,-653,32888,31319,1209.966,2319.381,1208.574,5201,6456,115,2306.976
-12960,-8328,42714,-703,33048,31671,1210.017,2319.003,1208.591,5224,6568,100,2309.227
-13024,-8528,40313,-674,30775,29127,1209.948,2321.117,1208.78,5250,6612,148,2309.674
-13016,-8340,42714,-678,32984,31207,1209.931,2320.894,1208.557,5262,6408,89,2310.498
-12980,-8380,42762,-675,33032,31495,1209.948,2320.034,1208.419,5215,6616,113,2311.1
-13008,-8332,40249,-709,30983,29447,1210.034,2322.285,1208.625,5230,6464,114,2311.804
-12912,-8468,42666,-665,32519,31415,1210.086,2322.68,1208.608,5209,6588,103,2311.254
-12960,-8420,42714,-668,33048,31319,1209.966,2321.117,1208.643,5245,6588,115,2308.9
-13024,-8372,40377,-679,31159,29703,1210.052,2321.752,1208.54,5239,6560,102,2310.275
-12868,-8448,42746,-671,33032,31351,1209.983,2321.735,1208.625,5229,6568,141,2309.828
-12964,-8456,42634,-668,33016,31495,1209.948,2321.873,1208.591,5242,6488,114,2310.12
-12940,-8360,40313,-660,31191,29687,1210.137,2324.192,1208.574,5207,6516,94,2320.464
-13012,-8388,42394,-669,32936,32007,1210.137,2327.423,1208.591,5287,6556,108,2320.464
-12996,-8456,42730,-689,33096,31655,1210.155,2326.512,1208.625,5252,6616,122,2318.54
-12968,-8444,40521,-690,31223,29623,1209.983,2326.323,1208.522,5266,6616,106,2309.192
-12920,-8368,42778,-682,32551,29943,1210.0,2323.625,1208.454,5237,6464,103,2319.742
-13004,-8380,42970,-676,32695,29879,1210.017,2323.625,1208.557,5266,6640,133,2315.395
-12924,-8316,40889,-630,30983,27910,1210.034,2321.34,1208.488,5122,6780,29,2310.395
-12996,-8420,43274,-664,33064,30023,1210.0,2325.326,1208.814,5160,6588,143,2318.917
-12980,-8456,43274,-645,33112,29959,1210.017,2323.093,1208.746,5218,6456,154,2311.478
-13060,-8276,40665,-654,31159,28118,1210.137,2322.474,1208.385,5178,6572,132,2314.175
-12960,-8424,43018,-664,32952,30311,1210.034,2324.914,1208.488,5236,6400,138,2319.33
-12856,-8364,43018,-669,33368,30167,1209.931,2323.557,1208.66,5231,6576,106,2307.766
-12924,-8440,40649,-680,31127,28534,1209.983,2322.612,1208.402,5249,6592,122,2308.471
-12944,-8424,43018,-649,33032,30311,1210.069,2320.258,1208.557,5250,6556,122,2306.512
-13004,-8392,43002,-668,33800,30407,1210.103,2328.557,1208.677,5190,6692,119,2320.79
-12960,-8448,40649,-679,31367,28198,1210.137,2327.56,1208.488,5220,6636,104,2315.722
-12936,-8396,42986,-707,33480,30231,1210.052,2328.54,1208.522,5201,6576,160,2320.756
-13044,-8392,42714,-683,33752,29959,1210.258,2328.058,1208.608,5215,6576,124,2321.375
-12976,-8432,40713,-697,31223,28550,1209.931,2328.058,1208.694,5260,6536,116,2320.67
-12940,-8496,42362,-642,35256,29143,1210.034,2328.471,1209.192,5193,6516,132,2321.357
-12964,-8084,36969,-936,28422,30471,1209.966,2327.234,1208.625,5709,6480,491,9.690722
-12864,-8712,35560,-644,35816,30007,1210.069,2327.045,1208.54,5374,6088,-198,11.49485
-13072,-8240,40169,-822,35416,31975,1210.069,2327.234,1208.66,3739,6300,348,9.536082
-13056,-8540,41882,-864,34840,28390,1210.017,2327.474,1209.124,4814,6708,508,9.931272
-12932,-8388,38441,-489,33128,30759,1210.052,2327.543,1209.244,4857,6504,-20,10.85911
-13040,-8404,41946,-730,34728,30215,1210.0,2327.869,1209.021,5322,6588,146,9.982818
-12884,-8328,43050,-681,36712,26198,1209.914,2327.096,1209.141,5333,6548,72,10.72165
-13092,-8272,40953,-777,33496,26486,1209.948,2328.454,1209.158,5283,6472,10,2319.674
-13052,-8432,43258,-663,35032,28727,1210.0,2328.024,1209.278,5165,6480,147,2320.567
-13032,-8528,43882,-677,35848,30135,1210.052,2328.093,1209.33,5243,6364,61,2320.172
-12936,-8336,41322,-698,33608,28214,1209.983,2327.251,1209.433,5175,6524,145,2319.124
-13068,-8340,43274,-633,35096,30967,1210.017,2327.371,1209.296,5220,6564,96,2319.553
-12884,-8488,42554,-702,34936,31399,1210.069,2327.199,1209.227,5107,6676,153,2319.072
-13048,-8408,40713,-662,33688,29719,1210.017,2327.182,1209.261,5192,6636,113,2319.742
-13124,-8280,43098,-756,35928,31095,1210.017,2327.457,1209.175,5221,6580,142,2319.966
-13012,-8216,43034,-858,35592,29255,1209.983,2325.361,1209.399,5707,6344,166,10.91065
-12992,-8432,40809,-650,33384,27382,1210.017,2328.454,1209.278,5110,6500,191,10.0
-13036,-8368,43386,-645,35320,29447,1210.103,2327.904,1209.227,5247,6524,62,10.0
-13016,-8376,43290,-702,35080,29527,1209.966,2327.251,1209.158,5226,6504,101,10.42955
-12972,-8384,41130,-684,33112,27158,1210.034,2327.835,1208.574,5229,6512,99,10.39519
-13148,-8324,43610,-662,35096,29815,1210.12,2327.835,1208.643,5220,6648,115,9.948454
-12988,-8328,43322,-694,34568,29639,1210.069,2327.165,1209.124,5221,6548,135,9.948454
-13020,-8400,40953,-667,32984,27510,1210.034,2327.251,1209.192,5233,6520,93,9.948454
-12992,-8416,43626,-702,35160,28951,1210.034,2328.058,1208.608,5219,6500,124,9.982818
-12936,-8292,43338,-694,35144,29543,1209.983,2326.838,1208.557,5282,6468,93,9.931272
-13084,-8336,40841,-685,32743,27542,1210.017,2327.509,1208.66,5197,6508,106,9.931272
-13104,-8384,42906,-667,36520,29479,1210.034,2327.423,1208.591,5266,6548,102,10.72165
-12888,-8472,41978,-652,36360,29959,1210.052,2326.598,1208.608,5099,6556,175,2318.54
-12964,-8412,40185,-680,34264,28422,1210.052,2326.77,1208.643,5092,6504,176,2319.124
-12996,-8324,42602,-649,36344,30071,1210.0,2327.646,1208.694,5232,6428,65,2319.914
-12948,-8368,42858,-666,36184,29623,1210.103,2326.89,1208.814,5266,6524,97,2319.295
-12996,-8440,40553,-698,34104,28150,1210.069,2326.684,1208.677,5206,6548,95,2318.333
-12972,-8268,42762,-657,36536,30215,1210.12,2326.942,1208.711,5265,6444,91,2318.024
-13000,-8368,42970,-652,36056,30039,1210.052,2325.911,1208.763,5168,6476,114,2319.295
-13192,-8392,40873,-679,33784,27926,1210.069,2326.735,1208.54,5250,6564,122,2318.832
-12944,-8440,43130,-704,34728,29799,1210.034,2327.302,1208.522,5290,6348,136,2318.436
-13024,-8320,43450,-658,35592,29303,1210.052,2326.942,1208.505,5219,6524,96,2318.866
-13040,-8376,41146,-694,33448,27398,1210.086,2327.302,1208.505,5294,6392,99,2320.326
-13064,-8380,43194,-687,35256,29335,1210.12,2327.852,1208.557,5253,6512,87,2318.677
-12948,-8440,43306,-676,34872,29719,1210.12,2327.268,1208.333,5222,6468,146,2318.66
-12896,-8376,41162,-708,32856,27910,1210.0,2325.859,1208.368,5219,6524,141,2319.072
-13140,-8380,43642,-682,35000,30039,1209.948,2326.752,1208.488,5259,6472,108,2319.072
-12924,-8444,43578,-666,35160,29687,1209.931,2327.354,1208.677,5275,6712,113,2319.605
-13008,-8376,41562,-684,33144,27990,1209.897,2327.285,1208.54,5241,6528,106,2319.966
-13044,-8344,43818,-654,35240,29591,1210.017,2327.818,1208.763,5180,6492,125,2320.533
-13040,-8448,43802,-687,35000,29287,1209.983,2325.773,1208.643,5209,6752,100,2319.381
-13012,-8312,41674,-674,33256,27990,1210.017,2325.481,1208.643,5246,6496,100,2318.333
-13032,-8412,43802,-657,35256,30375,1210.052,2325.911,1208.591,5229,6580,107,2318.643
-13040,-8404,44090,-694,35528,29527,1209.845,2325.584,1208.471,5232,6384,89,2317.663
-12976,-8436,41738,-676,33240,27878,1209.966,2325.567,1208.471,5119,6528,177,12.80069
-12956,-8440,44074,-625,35608,30215,1210.034,2326.495,1208.419,5254,6508,85,10.08591
-12968,-8444,43786,-604,35272,29911,1210.189,2325.911,1208.454,5304,6580,73,10.56701
-13024,-8312,41450,-654,33032,28166,1210.052,2325.756,1208.574,5258,6584,104,11.03093
-13124,-8340,44058,-688,35080,29751,1209.914,2325.756,1208.505,5192,6516,123,10.46392
-12976,-8344,43834,-659,35592,30183,1210.0,2324.931,1208.488,5173,6468,126,10.44674
-13068,-8516,41658,-669,33144,28598,1209.863,2327.577,1208.471,5198,6516,99,10.97938
-12992,-8496,44010,-655,35480,30119,1209.948,2327.663,1208.608,5189,6404,133,10.49828
-12992,-8432,44282,-668,35352,30327,1209.948,2324.467,1208.385,5254,6412,72,10.54983
-12960,-8376,41738,-658,33304,28422,1210.069,2326.375,1208.677,5213,6400,97,10.54983
-12964,-8404,43834,-696,35288,30135,1210.0,2329.227,1208.814,5226,6460,100,10.10309
-12976,-8336,43818,-700,35480,30391,1209.983,2326.993,1208.436,5185,6536,117,10.56701
-12996,-8368,41642,-671,33464,28470,1210.086,2327.182,1208.557,5251,6552,93,10.53265
-12916,-8336,44138,-686,35416,30391,1209.931,2325.481,1208.643,5207,6476,89,10.56701
-13020,-8492,44122,-697,35432,30375,1210.052,2328.11,1208.797,5215,6500,133,10.49828
-12992,-8280,41706,-681,33368,28086,1210.034,2327.027,1208.625,5231,6300,123,10.70447
-13028,-8412,43978,-688,36200,30471,1210.086,2328.608,1208.746,5358,6436,83,2321.151
-13076,-8356,43370,-670,36504,30567,1210.0,2327.663,1208.471,5269,6604,110,2321.237
-12748,-8388,37753,-722,35080,30215,1209.914,2327.646,1208.729,5289,6388,-24,11.7354
-13020,-8436,40953,-755,36216,32151,1209.948,2327.268,1208.488,4987,6400,55,2320.67
-12876,-8364,42106,-650,35928,30903,1209.931,2327.131,1208.454,5170,6552,184,2320.361
-12964,-8436,40409,-683,33720,29447,1210.12,2327.818,1208.35,5220,6552,122,2321.117
-12920,-8460,42570,-701,35176,30903,1209.948,2326.976,1208.471,5264,6604,94,2319.57
-12988,-8432,43066,-741,36008,29223,1209.983,2326.289,1208.385,5596,6380,29,2317.732
-12984,-8416,41082,-671,33880,27638,1210.034,2329.863,1208.574,5270,6500,71,2322.594
-13064,-8432,43386,-640,36104,29735,1209.914,2328.179,1208.454,5282,6420,84,2320.859
-12996,-8472,43530,-700,35944,29703,1209.948,2327.457,1208.471,5245,6600,63,2320.584
-12988,-8364,41706,-690,34152,28166,1210.069,2327.904,1208.608,5240,6528,102,2320.086
-12972,-8284,43818,-677,35864,29879,1210.155,2327.698,1208.454,5205,6564,115,2323.247
-13064,-8328,43898,-686,36088,29415,1209.863,2327.646,1208.419,5248,6420,86,2321.22
-12956,-8460,41738,-639,33976,27766,1210.0,2327.646,1208.986,5237,6476,109,2319.742
-13008,-8372,44090,-653,36072,29031,1209.897,2329.038,1208.436,5215,6516,132,2322.285
-12856,-8316,43866,-687,35448,29591,1210.086,2331.271,1208.368,5208,6372,102,2325.515
-12912,-8440,41994,-664,33768,27574,1210.086,2329.347,1208.419,5199,6468,138,2323.333
-12964,-8348,44042,-665,35608,29399,1210.12,2330.086,1208.54,5263,6552,102,2321.22
-13016,-8408,44378,-662,35608,29463,1210.052,2328.9,1208.282,5291,6456,88,2324.261
-12956,-8468,42042,-669,33672,27654,1210.086,2325.017,1208.488,5232,6488,128,2321.787
-13040,-8308,44314,-666,35416,29783,1209.863,2328.643,1208.54,5234,6392,102,2321.649
-12956,-8316,44602,-655,35752,29527,1209.983,2327.612,1208.557,5248,6460,86,2322.509
-13008,-8500,42154,-663,33704,27766,1210.017,2327.801,1208.402,5245,6480,120,2319.845
-13012,-8448,44602,-683,35752,29591,1210.017,2328.351,1208.419,5247,6372,92,2320.378
-13000,-8380,44650,-673,35768,29495,1210.052,2327.491,1208.419,5271,6484,108,2319.519
-12948,-8428,42458,-681,33944,27830,1209.966,2327.217,1208.471,5266,6452,99,2320.223
-12996,-8404,44634,-655,35592,29559,1210.052,2326.77,1208.454,5231,6600,78,2321.581
-12972,-8368,44570,-681,35544,29607,1210.034,2326.907,1208.368,5238,6444,87,2315.825
-12928,-8360,42106,-681,33592,27574,1210.086,2326.529,1208.488,5224,6544,152,2318.127
-13064,-8464,44810,-697,35944,29959,1210.103,2327.268,1208.35,5247,6552,108,2318.213
-12944,-8476,44666,-693,35592,29463,1209.966,2326.289,1208.574,5247,6428,133,2321.254
-12944,-8340,42250,-734,33720,27606,1210.223,2327.045,1208.471,5271,6480,125,2318.436
-12912,-8336,44842,-668,35816,29543,1210.052,2326.976,1208.488,5255,6460,116,2318.282
-12900,-8436,44730,-689,35880,29623,1210.137,2325.945,1208.471,5215,6540,87,2319.364
-13096,-8388,42298,-669,33576,27878,1210.034,2326.117,1208.471,5228,6476,114,2317.594
-13028,-8456,44746,-649,36088,29719,1209.983,2326.186,1208.574,5231,6668,189,2318.265
-12996,-8396,44810,-688,36056,28662,1209.948,2325.962,1208.282,5218,6452,92,2317.56
-13044,-8380,42586,-686,33656,27398,1209.966,2327.113,1208.505,5256,6532,110,2318.763
-12988,-8400,44890,-700,35736,29687,1209.931,2326.924,1208.436,5256,6488,130,2318.488
-12932,-8436,44570,-650,36024,29703,1209.863,2327.388,1208.522,5177,6352,123,2318.694
-13032,-8392,42618,-681,33960,27910,1210.0,2326.529,1208.419,5274,6488,62,2319.175
-13008,-8376,44810,-694,35400,30135,1209.863,2327.027,1208.522,5234,6404,123,2319.106
-12980,-8392,44714,-786,35384,30823,1209.966,2326.134,1208.643,5304,6452,147,2318.832
-12992,-8344,42522,-679,33704,28919,1209.966,2326.065,1208.763,5212,6548,87,10.7732
